Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Player Link_,Player ID_,Competition
2497,Marc-André ter Stegen,GER,GK,Barcelona,es La Liga,32-000,1992,22,22,1980,22.0,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/6f51e382/Marc-Andre-ter-Stegen,6f51e382,Big 5 combined
2498,Filippo Terracciano,ITA,DF,Hellas Verona,it Serie A,21-082,2003,18,14,1296,14.4,0.00,0.07,0.07,0.00,0.00,0.00,0.07,0.00,0.02,0.02,0.07,0.09,1.81,3.54,1.94,0.00,0.07,0.07,0.00,0.07,0.02,0.07,0.09,0.02,0.09,https://fbref.com/en/players/5cbb5ad6/Filippo-Terracciano,5cbb5ad6,Big 5 combined
2499,Filippo Terracciano,ITA,"DF,FW",Milan,it Serie A,21-082,2003,2,0,12,0.1,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/5cbb5ad6/Filippo-Terracciano,5cbb5ad6,Big 5 combined
2500,Pietro Terracciano,ITA,GK,Fiorentina,it Serie A,34-053,1990,30,30,2700,30.0,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,https://fbref.com/en/players/e1b0a70d/Pietro-Terracciano,e1b0a70d,Big 5 combined
2501,Ramón Terrats,ESP,MF,Villarreal,es La Liga,23-195,2000,15,5,625,6.9,0.00,0.14,0.14,0.00,0.00,0.00,0.43,0.00,0.04,0.04,0.12,0.16,1.74,3.91,6.67,0.00,0.14,0.14,0.00,0.14,0.04,0.12,0.16,0.04,0.16,https://fbref.com/en/players/f36016a5/Ramon-Terrats,f36016a5,Big 5 combined
2502,Martin Terrier,FRA,"FW,MF",Rennes,fr Ligue 1,27-057,1997,22,17,1378,15.3,0.46,0.13,0.59,0.46,0.00,0.00,0.13,0.07,0.31,0.31,0.16,0.48,1.83,3.59,6.47,0.46,0.13,0.59,0.46,0.59,0.32,0.16,0.48,0.32,0.48,https://fbref.com/en/players/5148dcc5/Martin-Terrier,5148dcc5,Big 5 combined
2503,Kenny Tete,NED,DF,Fulham,eng Premier League,28-204,1995,13,9,777,8.6,0.12,0.00,0.12,0.12,0.00,0.00,0.23,0.00,0.10,0.10,0.05,0.14,2.21,5.47,4.19,0.12,0.00,0.12,0.12,0.12,0.10,0.04,0.14,0.10,0.14,https://fbref.com/en/players/77d7c96f/Kenny-Tete,77d7c96f,Big 5 combined
2504,Benjamin Tetteh,GHA,"FW,MF",Metz,fr Ligue 1,26-295,1997,12,1,278,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.65,0.00,0.10,0.10,0.03,0.10,0.97,1.94,4.19,0.00,0.00,0.00,0.00,0.00,0.08,0.03,0.11,0.08,0.11,https://fbref.com/en/players/91f04b44/Benjamin-Tetteh,91f04b44,Big 5 combined
2505,Teddy Teuma,MLT,MF,Reims,fr Ligue 1,30-213,1993,25,22,1889,21.0,0.29,0.14,0.43,0.24,0.05,0.05,0.29,0.00,0.14,0.10,0.17,0.27,1.33,6.57,5.00,0.29,0.14,0.43,0.24,0.38,0.14,0.17,0.31,0.10,0.27,https://fbref.com/en/players/5c26ca51/Teddy-Teuma,5c26ca51,Big 5 combined
2506,Florian Thauvin,FRA,FW,Udinese,it Serie A,31-095,1993,29,19,1710,19.0,0.26,0.16,0.42,0.21,0.05,0.05,0.21,0.00,0.25,0.21,0.22,0.43,3.74,3.63,5.11,0.26,0.16,0.42,0.21,0.37,0.25,0.22,0.47,0.21,0.43,https://fbref.com/en/players/2b9fdeea/Florian-Thauvin,2b9fdeea,Big 5 combined
2507,Arthur Theate,BEL,DF,Rennes,fr Ligue 1,23-341,2000,26,25,2150,23.9,0.08,0.00,0.08,0.08,0.00,0.00,0.13,0.00,0.08,0.08,0.03,0.11,1.38,5.90,0.96,0.08,0.00,0.08,0.08,0.08,0.08,0.03,0.11,0.08,0.11,https://fbref.com/en/players/df8d6029/Arthur-Theate,df8d6029,Big 5 combined
2508,Norman Theuerkauf,GER,"MF,DF",Heidenheim,de Bundesliga,37-097,1987,23,13,1158,12.9,0.00,0.08,0.08,0.00,0.00,0.00,0.23,0.00,0.03,0.03,0.06,0.09,1.09,3.49,1.32,0.00,0.08,0.08,0.00,0.08,0.03,0.06,0.09,0.03,0.09,https://fbref.com/en/players/0cbf4c54/Norman-Theuerkauf,0cbf4c54,Big 5 combined
2509,Malick Thiaw,GER,DF,Milan,it Serie A,22-266,2001,18,17,1429,15.9,0.00,0.06,0.06,0.00,0.00,0.00,0.31,0.06,0.04,0.04,0.01,0.04,0.94,4.03,0.00,0.00,0.06,0.06,0.00,0.06,0.04,0.01,0.04,0.04,0.04,https://fbref.com/en/players/ff5ea0bf/Malick-Thiaw,ff5ea0bf,Big 5 combined
2510,Jan Thielmann,GER,"FW,DF",Köln,de Bundesliga,21-340,2002,20,18,1469,16.3,0.06,0.00,0.06,0.06,0.00,0.00,0.25,0.06,0.13,0.13,0.06,0.19,2.70,2.94,3.87,0.06,0.00,0.06,0.06,0.06,0.13,0.06,0.19,0.13,0.19,https://fbref.com/en/players/fd53759d/Jan-Thielmann,fd53759d,Big 5 combined
2511,Denis Thomalla,GER,"MF,FW",Heidenheim,de Bundesliga,31-258,1992,18,3,414,4.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.07,0.13,0.65,4.78,3.70,0.00,0.00,0.00,0.00,0.00,0.06,0.07,0.13,0.06,0.13,https://fbref.com/en/players/b9ac6e0e/Denis-Thomalla,b9ac6e0e,Big 5 combined
2512,Luke Thomas,ENG,DF,Sheffield Utd,eng Premier League,22-325,2001,12,11,917,10.2,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.00,0.05,0.05,0.01,0.06,0.78,3.24,2.16,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.06,0.05,0.06,https://fbref.com/en/players/fc027d02/Luke-Thomas,fc027d02,Big 5 combined
2513,Adrien Thomasson,FRA,MF,Lens,fr Ligue 1,30-142,1993,26,13,1140,12.7,0.08,0.08,0.16,0.08,0.00,0.00,0.16,0.08,0.28,0.28,0.22,0.50,1.57,5.12,8.66,0.08,0.08,0.16,0.08,0.16,0.28,0.22,0.51,0.28,0.51,https://fbref.com/en/players/c76b7567/Adrien-Thomasson,c76b7567,Big 5 combined
2514,Morten Thorsby,NOR,MF,Genoa,it Serie A,27-361,1996,19,5,773,8.6,0.12,0.12,0.23,0.12,0.00,0.00,0.12,0.00,0.15,0.15,0.09,0.24,0.35,2.79,3.02,0.12,0.12,0.23,0.12,0.23,0.15,0.09,0.24,0.15,0.24,https://fbref.com/en/players/d1b49282/Morten-Thorsby,d1b49282,Big 5 combined
2515,Kristian Thorstvedt,NOR,MF,Sassuolo,it Serie A,25-048,1999,30,26,2127,23.6,0.25,0.04,0.30,0.25,0.00,0.00,0.25,0.00,0.16,0.16,0.06,0.22,1.10,4.96,3.35,0.25,0.04,0.30,0.25,0.30,0.16,0.06,0.22,0.16,0.22,https://fbref.com/en/players/76ff8d0d/Kristian-Thorstvedt,76ff8d0d,Big 5 combined
2516,Khéphren Thuram,FRA,MF,Nice,fr Ligue 1,23-035,2001,24,22,1847,20.5,0.05,0.00,0.05,0.05,0.00,0.00,0.29,0.00,0.12,0.12,0.16,0.28,3.07,4.44,2.59,0.05,0.00,0.05,0.05,0.05,0.12,0.16,0.28,0.12,0.28,https://fbref.com/en/players/7d9397f8/Khephren-Thuram,7d9397f8,Big 5 combined
2517,Marcus Thuram,FRA,FW,Inter,it Serie A,26-268,1997,32,31,2417,26.9,0.45,0.26,0.71,0.45,0.00,0.00,0.11,0.00,0.49,0.49,0.13,0.62,2.23,1.52,6.43,0.45,0.26,0.71,0.45,0.71,0.50,0.13,0.63,0.50,0.63,https://fbref.com/en/players/6f8cd6d0/Marcus-Thuram,6f8cd6d0,Big 5 combined
2518,Cheikh Tidiane Sabaly,SEN,"FW,MF",Metz,fr Ligue 1,25-057,1999,26,17,1357,15.1,0.20,0.07,0.26,0.20,0.00,0.00,0.26,0.00,0.18,0.18,0.08,0.25,2.38,2.32,4.90,0.20,0.07,0.27,0.20,0.27,0.18,0.08,0.26,0.18,0.26,https://fbref.com/en/players/9ddf7fae/Cheikh-Tidiane-Sabaly,9ddf7fae,Big 5 combined
2519,Youri Tielemans,BEL,"MF,FW",Aston Villa,eng Premier League,26-359,1997,31,16,1558,17.3,0.06,0.35,0.40,0.06,0.00,0.00,0.17,0.00,0.06,0.06,0.15,0.21,1.33,7.28,2.66,0.06,0.35,0.40,0.06,0.40,0.07,0.15,0.21,0.07,0.21,https://fbref.com/en/players/56f7a928/Youri-Tielemans,56f7a928,Big 5 combined
2520,Kieran Tierney,SCO,DF,Real Sociedad,es La Liga,26-330,1997,16,11,989,11.0,0.00,0.18,0.18,0.00,0.00,0.00,0.09,0.00,0.02,0.02,0.05,0.07,1.82,5.55,3.09,0.00,0.18,0.18,0.00,0.18,0.02,0.05,0.07,0.02,0.07,https://fbref.com/en/players/fce2302c/Kieran-Tierney,fce2302c,Big 5 combined
2521,Phillip Tietz,GER,FW,Augsburg,de Bundesliga,26-296,1997,31,28,2159,24.0,0.33,0.17,0.50,0.33,0.00,0.00,0.04,0.00,0.33,0.33,0.09,0.41,0.75,1.67,4.42,0.33,0.17,0.50,0.33,0.50,0.32,0.09,0.41,0.32,0.41,https://fbref.com/en/players/3397e7b5/Phillip-Tietz,3397e7b5,Big 5 combined
2522,Steffen Tigges,GER,FW,Köln,de Bundesliga,25-274,1998,22,5,558,6.2,0.16,0.00,0.16,0.16,0.00,0.00,0.00,0.00,0.11,0.11,0.06,0.18,1.13,1.13,5.97,0.16,0.00,0.16,0.16,0.16,0.12,0.06,0.18,0.12,0.18,https://fbref.com/en/players/6b8887c2/Steffen-Tigges,6b8887c2,Big 5 combined
2523,Antonio Tikvić,CRO,DF,Udinese,it Serie A,20-009,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/d1ac669b/Antonio-Tikvic,d1ac669b,Big 5 combined
2524,Jurriën Timber,NED,DF,Arsenal,eng Premier League,22-318,2001,1,1,49,0.5,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,14.0,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/41034650/Jurrien-Timber,41034650,Big 5 combined
2525,Jean-Clair Todibo,FRA,DF,Nice,fr Ligue 1,24-122,1999,27,27,2397,26.6,0.00,0.08,0.08,0.00,0.00,0.00,0.04,0.04,0.02,0.02,0.06,0.08,1.09,5.38,0.30,0.00,0.08,0.08,0.00,0.08,0.02,0.06,0.08,0.02,0.08,https://fbref.com/en/players/88f130ed/Jean-Clair-Todibo,88f130ed,Big 5 combined
2526,Harry Toffolo,ENG,DF,Nott'ham Forest,eng Premier League,28-255,1995,20,14,1342,14.9,0.07,0.20,0.27,0.07,0.00,0.00,0.20,0.00,0.11,0.11,0.10,0.21,0.60,2.48,2.28,0.07,0.20,0.27,0.07,0.27,0.11,0.10,0.21,0.11,0.21,https://fbref.com/en/players/a105d46a/Harry-Toffolo,a105d46a,Big 5 combined
2527,Umut Tohumcu,GER,MF,Hoffenheim,de Bundesliga,19-263,2004,18,12,936,10.4,0.00,0.19,0.19,0.00,0.00,0.00,0.48,0.00,0.04,0.04,0.11,0.14,1.63,4.23,2.40,0.00,0.19,0.19,0.00,0.19,0.04,0.10,0.15,0.04,0.15,https://fbref.com/en/players/e547d3cf/Umut-Tohumcu,e547d3cf,Big 5 combined
2528,Corentin Tolisso,FRA,MF,Lyon,fr Ligue 1,29-271,1994,23,19,1608,17.9,0.11,0.06,0.17,0.06,0.06,0.06,0.28,0.00,0.16,0.11,0.09,0.20,1.51,7.88,3.58,0.11,0.06,0.17,0.06,0.11,0.15,0.09,0.25,0.11,0.20,https://fbref.com/en/players/652d4c37/Corentin-Tolisso,652d4c37,Big 5 combined
2529,Jeremy Toljan,GER,DF,Sassuolo,it Serie A,29-266,1994,22,22,1892,21.0,0.00,0.24,0.24,0.00,0.00,0.00,0.05,0.00,0.02,0.02,0.08,0.10,1.67,3.48,3.71,0.00,0.24,0.24,0.00,0.24,0.02,0.07,0.10,0.02,0.10,https://fbref.com/en/players/a96e5dc0/Jeremy-Toljan,a96e5dc0,Big 5 combined
2530,Rafael Tolói,ITA,DF,Atalanta,it Serie A,33-203,1990,15,7,711,7.9,0.00,0.00,0.00,0.00,0.00,0.00,0.63,0.13,0.01,0.01,0.01,0.01,0.63,4.56,1.01,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,https://fbref.com/en/players/c56dc39e/Rafael-Toloi,c56dc39e,Big 5 combined
2531,Raúl de Tomás,ESP,FW,Rayo Vallecano,es La Liga,29-196,1994,23,15,1224,13.6,0.07,0.15,0.22,0.00,0.07,0.07,0.37,0.00,0.23,0.17,0.09,0.26,0.74,1.62,4.93,0.07,0.15,0.22,0.00,0.15,0.23,0.09,0.32,0.17,0.26,https://fbref.com/en/players/02ef8778/Raul-de-Tomas,02ef8778,Big 5 combined
2532,Tiago Tomás,POR,"FW,MF",Wolfsburg,de Bundesliga,21-319,2002,24,11,1019,11.3,0.09,0.09,0.18,0.09,0.00,0.00,0.27,0.00,0.23,0.23,0.07,0.30,1.86,1.50,9.73,0.09,0.09,0.18,0.09,0.18,0.23,0.07,0.30,0.23,0.30,https://fbref.com/en/players/b492126a/Tiago-Tomas,b492126a,Big 5 combined
2533,Takehiro Tomiyasu,JPN,DF,Arsenal,eng Premier League,25-177,1998,19,7,879,9.8,0.10,0.10,0.20,0.10,0.00,0.00,0.20,0.10,0.09,0.09,0.02,0.11,1.63,6.33,3.06,0.10,0.10,0.20,0.10,0.20,0.09,0.02,0.12,0.09,0.12,https://fbref.com/en/players/b3af9be1/Takehiro-Tomiyasu,b3af9be1,Big 5 combined
2534,James Tomkins,ENG,DF,Crystal Palace,eng Premier League,35-032,1989,3,0,6,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/e7ca0439/James-Tomkins,e7ca0439,Big 5 combined
2535,Fikayo Tomori,ENG,DF,Milan,it Serie A,26-133,1997,22,21,1809,20.1,0.20,0.00,0.20,0.20,0.00,0.00,0.35,0.05,0.18,0.18,0.00,0.18,0.70,2.84,0.10,0.20,0.00,0.20,0.20,0.20,0.18,0.00,0.18,0.18,0.18,https://fbref.com/en/players/7edfbb8a/Fikayo-Tomori,7edfbb8a,Big 5 combined
2536,Sandro Tonali,ITA,MF,Newcastle Utd,eng Premier League,23-358,2000,8,5,438,4.9,0.20,0.00,0.20,0.20,0.00,0.00,0.41,0.00,0.14,0.14,0.12,0.27,2.24,3.88,4.29,0.21,0.00,0.21,0.21,0.21,0.13,0.13,0.26,0.13,0.26,https://fbref.com/en/players/0db169ae/Sandro-Tonali,0db169ae,Big 5 combined
2537,Ivan Toney,ENG,FW,Brentford,eng Premier League,28-045,1996,14,13,1180,13.1,0.31,0.08,0.38,0.31,0.00,0.00,0.23,0.00,0.40,0.40,0.11,0.50,1.45,2.60,6.64,0.31,0.08,0.38,0.31,0.38,0.40,0.11,0.50,0.40,0.50,https://fbref.com/en/players/e09f279b/Ivan-Toney,e09f279b,Big 5 combined
2538,Pablo Torre,ESP,"MF,FW",Girona,es La Liga,21-027,2003,24,4,642,7.1,0.00,0.28,0.28,0.00,0.00,0.00,0.14,0.00,0.10,0.10,0.11,0.23,3.10,7.89,5.21,0.00,0.28,0.28,0.00,0.28,0.10,0.11,0.22,0.10,0.22,https://fbref.com/en/players/04e531b6/Pablo-Torre,04e531b6,Big 5 combined
2539,Raúl Torrente,ESP,DF,Granada,es La Liga,22-232,2001,14,11,1035,11.5,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.00,0.02,0.02,0.03,0.05,0.17,2.26,0.17,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.05,0.01,0.05,https://fbref.com/en/players/4d753a3f/Raul-Torrente,4d753a3f,Big 5 combined
2540,Ferrán Torres,ESP,FW,Barcelona,es La Liga,24-061,2000,24,11,1072,11.9,0.59,0.17,0.76,0.59,0.00,0.00,0.17,0.00,0.45,0.45,0.21,0.66,2.10,3.19,8.57,0.59,0.17,0.76,0.59,0.76,0.44,0.21,0.65,0.44,0.65,https://fbref.com/en/players/9e1035f8/Ferran-Torres,9e1035f8,Big 5 combined
2541,Óliver Torres,ESP,MF,Sevilla,es La Liga,29-172,1994,27,18,1616,18.0,0.00,0.06,0.06,0.00,0.00,0.00,0.17,0.00,0.03,0.03,0.12,0.15,2.22,5.33,6.11,0.00,0.06,0.06,0.00,0.06,0.03,0.12,0.15,0.03,0.15,https://fbref.com/en/players/58a9a4d9/Oliver-Torres,58a9a4d9,Big 5 combined
2542,Pau Torres,ESP,DF,Aston Villa,eng Premier League,27-105,1997,27,25,2284,25.4,0.08,0.00,0.08,0.08,0.00,0.00,0.04,0.00,0.04,0.04,0.02,0.06,1.54,4.84,0.63,0.08,0.00,0.08,0.08,0.08,0.04,0.02,0.06,0.04,0.06,https://fbref.com/en/players/532e1e4f/Pau-Torres,532e1e4f,Big 5 combined
2543,Lucas Torró,ESP,MF,Osasuna,es La Liga,29-286,1994,23,18,1502,16.7,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.07,0.07,0.03,0.10,0.12,2.46,0.42,0.00,0.00,0.00,0.00,0.00,0.07,0.03,0.09,0.07,0.09,https://fbref.com/en/players/0e4fef6e/Lucas-Torro,0e4fef6e,Big 5 combined
2544,Fabio Torsiello,ITA,"FW,DF",Darmstadt 98,de Bundesliga,19-088,2005,9,1,143,1.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.19,0.00,0.19,1.25,2.50,4.38,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.17,0.17,0.17,https://fbref.com/en/players/9b5d89b3/Fabio-Torsiello,9b5d89b3,Big 5 combined
2545,Ahmed Touba,ALG,DF,Lecce,it Serie A,26-049,1998,6,3,277,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.65,0.32,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,https://fbref.com/en/players/f25de136/Ahmed-Touba,f25de136,Big 5 combined
2546,Abdoulaye Touré,GUI,MF,Le Havre,fr Ligue 1,30-058,1994,27,24,2032,22.6,0.09,0.00,0.09,0.00,0.09,0.09,0.18,0.00,0.12,0.05,0.04,0.10,0.88,6.06,1.02,0.09,0.00,0.09,0.00,0.00,0.12,0.04,0.17,0.05,0.10,https://fbref.com/en/players/ef7cd87a/Abdoulaye-Toure,ef7cd87a,Big 5 combined
2547,Souleymane Touré,FRA,DF,Lorient,fr Ligue 1,21-033,2003,24,23,2051,22.8,0.04,0.04,0.09,0.04,0.00,0.00,0.26,0.00,0.07,0.07,0.02,0.10,1.05,3.20,1.10,0.04,0.04,0.09,0.04,0.09,0.08,0.02,0.10,0.08,0.10,https://fbref.com/en/players/01fd01e8/Souleymane-Toure,01fd01e8,Big 5 combined
2548,Lucas Tousart,FRA,MF,Union Berlin,de Bundesliga,27-001,1997,20,16,1406,15.6,0.00,0.00,0.00,0.00,0.00,0.00,0.32,0.00,0.09,0.09,0.05,0.14,0.77,2.76,2.18,0.00,0.00,0.00,0.00,0.00,0.09,0.05,0.14,0.09,0.14,https://fbref.com/en/players/71ec39ef/Lucas-Tousart,71ec39ef,Big 5 combined
2549,Andros Townsend,ENG,"MF,FW",Luton Town,eng Premier League,32-289,1991,25,14,1184,13.2,0.08,0.23,0.30,0.08,0.00,0.00,0.08,0.00,0.09,0.09,0.10,0.19,3.48,2.65,5.30,0.08,0.23,0.30,0.08,0.30,0.09,0.10,0.19,0.09,0.19,https://fbref.com/en/players/b28bbd58/Andros-Townsend,b28bbd58,Big 5 combined
2550,James Trafford,ENG,GK,Burnley,eng Premier League,21-203,2002,28,28,2520,28.0,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/259fea27/James-Trafford,259fea27,Big 5 combined
2551,Adama Traoré,ESP,"FW,MF",Fulham,eng Premier League,28-096,1996,14,0,227,2.5,0.40,0.80,1.20,0.40,0.00,0.00,0.40,0.00,0.56,0.56,0.24,0.76,7.60,5.20,12.4,0.40,0.79,1.19,0.40,1.19,0.54,0.22,0.75,0.54,0.75,https://fbref.com/en/players/9a28eba4/Adama-Traore,9a28eba4,Big 5 combined
2552,Bertrand Traoré,BFA,"DF,FW",Aston Villa,eng Premier League,28-237,1995,2,0,11,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/c47541e0/Bertrand-Traore,c47541e0,Big 5 combined
2553,Bertrand Traoré,BFA,"MF,FW",Villarreal,es La Liga,28-237,1995,7,4,326,3.6,0.00,0.00,0.00,0.00,0.00,0.00,0.28,0.00,0.14,0.14,0.08,0.19,4.72,4.17,10.6,0.00,0.00,0.00,0.00,0.00,0.13,0.07,0.20,0.13,0.20,https://fbref.com/en/players/c47541e0/Bertrand-Traore,c47541e0,Big 5 combined
2554,Boubacar Traoré,MLI,MF,Wolves,eng Premier League,22-254,2001,21,5,656,7.3,0.00,0.00,0.00,0.00,0.00,0.00,0.27,0.00,0.04,0.04,0.03,0.07,0.96,3.29,1.64,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.07,0.04,0.07,https://fbref.com/en/players/999ceb5f/Boubacar-Traore,999ceb5f,Big 5 combined
2555,Chaka Traorè,CIV,FW,Milan,it Serie A,19-129,2004,2,0,20,0.2,5.00,0.00,5.00,5.00,0.00,0.00,0.00,0.00,0.50,0.50,0.00,0.50,10.0,0.00,10.0,4.50,0.00,4.50,4.50,4.50,0.35,0.00,0.35,0.35,0.35,https://fbref.com/en/players/ee6e2b92/Chaka-Traore,ee6e2b92,Big 5 combined
2556,Hamari Traoré,MLI,DF,Real Sociedad,es La Liga,32-094,1992,27,24,2033,22.6,0.00,0.09,0.09,0.00,0.00,0.00,0.27,0.00,0.02,0.02,0.06,0.08,2.04,5.35,3.23,0.00,0.09,0.09,0.00,0.09,0.02,0.06,0.08,0.02,0.08,https://fbref.com/en/players/a4b1028a/Hamari-Traore,a4b1028a,Big 5 combined
2557,Ismaël Traoré,CIV,DF,Metz,fr Ligue 1,37-256,1986,24,23,2040,22.7,0.09,0.00,0.09,0.09,0.00,0.00,0.04,0.00,0.04,0.04,0.01,0.04,0.04,1.37,0.04,0.09,0.00,0.09,0.09,0.09,0.04,0.01,0.04,0.04,0.04,https://fbref.com/en/players/b666421b/Ismael-Traore,b666421b,Big 5 combined
2558,Omar Traoré,GER,DF,Heidenheim,de Bundesliga,26-086,1998,28,26,2202,24.5,0.00,0.04,0.04,0.00,0.00,0.00,0.20,0.00,0.01,0.01,0.05,0.06,2.04,2.69,3.35,0.00,0.04,0.04,0.00,0.04,0.01,0.05,0.06,0.01,0.06,https://fbref.com/en/players/f44e8a73/Omar-Traore,f44e8a73,Big 5 combined
2559,Kevin Trapp,GER,GK,Eint Frankfurt,de Bundesliga,33-297,1990,29,29,2610,29.0,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/ce17b5eb/Kevin-Trapp,ce17b5eb,Big 5 combined
2560,Mark Travers,IRL,GK,Bournemouth,eng Premier League,24-348,1999,2,2,180,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/fe558029/Mark-Travers,fe558029,Big 5 combined
2561,Óscar Trejo,ARG,"FW,MF",Rayo Vallecano,es La Liga,36-004,1988,27,15,1174,13.0,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.00,0.05,0.05,0.06,0.12,1.69,8.15,5.08,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.12,0.06,0.12,https://fbref.com/en/players/fc647b34/Oscar-Trejo,fc647b34,Big 5 combined
2562,Mike Trésor,BEL,"FW,MF",Burnley,eng Premier League,24-338,1999,15,3,410,4.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.11,0.09,0.20,3.26,2.17,6.52,0.00,0.00,0.00,0.00,0.00,0.10,0.09,0.19,0.10,0.19,https://fbref.com/en/players/b2a81fc6/Mike-Tresor,b2a81fc6,Big 5 combined
2563,Manu Trigueros,ESP,MF,Villarreal,es La Liga,32-196,1991,12,1,218,2.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.21,0.04,0.21,2.08,5.83,4.58,0.00,0.00,0.00,0.00,0.00,0.19,0.02,0.21,0.19,0.21,https://fbref.com/en/players/963829d0/Manu-Trigueros,963829d0,Big 5 combined
2564,Christopher Trimmel,AUT,DF,Union Berlin,de Bundesliga,37-066,1987,24,17,1485,16.5,0.00,0.06,0.06,0.00,0.00,0.00,0.06,0.06,0.03,0.03,0.12,0.15,1.21,4.73,3.70,0.00,0.06,0.06,0.00,0.06,0.03,0.12,0.15,0.03,0.15,https://fbref.com/en/players/056d2d95/Christopher-Trimmel,056d2d95,Big 5 combined
2565,Kieran Trippier,ENG,DF,Newcastle Utd,eng Premier League,33-224,1990,25,25,2163,24.0,0.04,0.42,0.46,0.04,0.00,0.00,0.21,0.00,0.03,0.03,0.31,0.34,1.42,6.29,5.13,0.04,0.42,0.46,0.04,0.46,0.03,0.31,0.34,0.03,0.34,https://fbref.com/en/players/21512407/Kieran-Trippier,21512407,Big 5 combined
2566,Leandro Trossard,BEL,"FW,MF",Arsenal,eng Premier League,29-148,1994,31,15,1426,15.8,0.63,0.06,0.70,0.63,0.00,0.00,0.13,0.00,0.44,0.44,0.15,0.58,3.80,4.37,8.42,0.63,0.06,0.69,0.63,0.69,0.44,0.14,0.58,0.44,0.58,https://fbref.com/en/players/38ceb24a/Leandro-Trossard,38ceb24a,Big 5 combined
