Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,Player Link_,Player ID_,Competition
2028,Marcel Schuhen,GER,GK,Darmstadt 98,de Bundesliga,30-360,1993,15.0,38.2,52.1,73.3,1060.2,756.1,6.87,6.87,100.0,19.1,19.5,98.3,12.1,25.6,47.4,0.00,0.00,0.01,0.00,0.00,1.47,0.13,0.00,0.27,https://fbref.com/en/players/5fa2e0cf/Marcel-Schuhen,5fa2e0cf,Big 5 combined
2029,Perr Schuurs,NED,DF,Torino,it Serie A,24-043,1999,8.6,41.7,47.2,88.4,753.3,217.2,16.4,18.0,91.0,21.7,23.1,94.0,3.14,4.77,65.9,0.00,0.00,0.05,0.00,0.00,1.98,0.12,0.12,2.21,https://fbref.com/en/players/e613313c/Perr-Schuurs,e613313c,Big 5 combined
2030,Marvin Schwäbe,GER,GK,Köln,de Bundesliga,28-258,1995,16.0,33.8,41.3,82.0,860.3,564.4,5.88,5.88,100.0,18.9,19.2,98.4,9.00,15.9,56.7,0.00,0.00,0.00,0.00,0.06,0.50,0.00,0.00,0.00,https://fbref.com/en/players/87436846/Marvin-Schwabe,87436846,Big 5 combined
2031,Alex Scott,ENG,MF,Bournemouth,eng Premier League,20-140,2003,3.8,35.3,44.5,79.3,562.6,160.0,17.9,20.8,86.1,14.2,16.1,88.5,2.63,6.05,43.5,0.26,0.11,0.11,0.16,1.32,2.11,0.79,0.26,4.47,https://fbref.com/en/players/104d0bb8/Alex-Scott,104d0bb8,Big 5 combined
2032,Simone Scuffet,ITA,GK,Cagliari,it Serie A,27-222,1996,12.0,23.1,32.1,71.9,728.2,543.3,2.58,2.67,96.9,10.2,10.3,99.2,10.3,19.2,53.9,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.08,https://fbref.com/en/players/41bd99ea/Simone-Scuffet,41bd99ea,Big 5 combined
2033,Jérémy Sebas,MTQ,FW,Strasbourg,fr Ligue 1,20-269,2003,0.6,13.3,15.0,88.9,231.7,46.7,5.00,5.00,100.0,6.67,6.67,100.0,1.67,1.67,100.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.67,https://fbref.com/en/players/0b6911e4/Jeremy-Sebas,0b6911e4,Big 5 combined
2034,Manuel Sebastián,ESP,MF,Sevilla,es La Liga,19-165,2004,0.2,55.0,65.0,84.6,920.0,235.0,30.0,35.0,85.7,10.0,10.0,100.0,10.0,15.0,66.7,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,5.00,https://fbref.com/en/players/c5642098/Manuel-Sebastian,c5642098,Big 5 combined
2035,Demba Seck,SEN,MF,Torino,it Serie A,22-332,2001,4.7,17.4,23.2,75.2,254.3,55.3,9.36,11.5,81.5,6.81,8.09,84.2,0.64,0.85,75.0,0.00,0.02,0.04,-0.02,0.43,1.91,0.85,0.00,2.55,https://fbref.com/en/players/16463a79/Demba-Seck,16463a79,Big 5 combined
2036,Aleksandar Sedlar,SRB,DF,Alavés,es La Liga,32-026,1991,10.5,32.7,38.6,84.7,661.3,267.9,11.0,12.3,89.1,17.0,19.1,88.6,4.38,6.38,68.7,0.00,0.01,0.01,-0.01,0.19,2.95,0.00,0.00,2.48,https://fbref.com/en/players/a35134ae/Aleksandar-Sedlar,a35134ae,Big 5 combined
2037,Alidu Seidu,GHA,DF,Clermont Foot,fr Ligue 1,23-218,2000,12.6,49.4,60.0,82.4,907.7,273.5,19.6,21.3,91.8,23.4,27.8,84.3,4.92,8.73,56.4,0.08,0.06,0.02,0.02,0.40,3.41,0.00,0.00,2.62,https://fbref.com/en/players/cea59f02/Alidu-Seidu,cea59f02,Big 5 combined
2038,Nicolas Seiwald,AUT,MF,RB Leipzig,de Bundesliga,22-249,2001,1.6,27.5,35.0,78.6,480.0,169.4,13.8,15.6,88.0,11.3,14.4,78.3,2.50,3.75,66.7,0.00,0.00,0.00,0.00,0.00,3.13,0.63,0.00,1.88,https://fbref.com/en/players/28c6e925/Nicolas-Seiwald,28c6e925,Big 5 combined
2039,Davie Selke,GER,FW,Köln,de Bundesliga,28-353,1995,11.3,10.4,16.5,63.4,127.6,21.3,6.64,9.20,72.1,2.65,4.51,58.8,0.27,0.35,75.0,0.00,0.03,0.02,-0.03,0.80,0.71,0.27,0.00,1.15,https://fbref.com/en/players/1238a3f9/Davie-Selke,1238a3f9,Big 5 combined
2040,Matz Sels,BEL,GK,Strasbourg,fr Ligue 1,31-316,1992,17.0,23.1,32.1,71.9,645.2,463.6,4.35,4.35,100.0,10.6,10.8,98.9,7.76,16.6,46.8,0.00,0.03,0.01,-0.03,0.06,0.65,0.06,0.00,0.00,https://fbref.com/en/players/834b5c4c/Matz-Sels,834b5c4c,Big 5 combined
2041,Nélson Semedo,POR,"DF,MF",Wolves,eng Premier League,30-053,1993,18.2,40.2,51.8,77.6,588.4,190.0,23.7,26.8,88.7,13.8,17.6,78.4,1.70,4.07,41.9,0.05,0.03,0.04,0.02,0.55,2.86,0.93,0.27,3.74,https://fbref.com/en/players/d04b94db/Nelson-Semedo,d04b94db,Big 5 combined
2042,Vivaldo Semedo,POR,FW,Udinese,it Serie A,18-345,2005,0.1,0.00,10.0,0.0,0.00,0.00,0.00,0.00,,0.00,10.0,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/b6baba31/Vivaldo-Semedo,b6baba31,Big 5 combined
2043,Antoine Semenyo,GHA,FW,Bournemouth,eng Premier League,24-001,2000,9.4,19.9,28.0,71.1,295.9,58.6,11.2,14.4,77.8,7.34,9.57,76.7,0.53,1.17,45.5,0.11,0.18,0.09,-0.07,1.17,0.96,1.38,0.21,2.45,https://fbref.com/en/players/efd2ec23/Antoine-Semenyo,efd2ec23,Big 5 combined
2044,Marvin Senaya,TOG,DF,Strasbourg,fr Ligue 1,22-345,2001,10.4,33.4,44.2,75.4,597.9,221.1,13.8,16.8,81.7,15.8,19.7,80.0,3.08,5.67,54.2,0.00,0.16,0.11,-0.16,1.06,2.31,1.15,0.96,2.69,https://fbref.com/en/players/1d383c10/Marvin-Senaya,1d383c10,Big 5 combined
2045,Marcos Senesi,ARG,DF,Bournemouth,eng Premier League,26-243,1997,13.4,45.4,56.7,80.0,980.0,411.0,13.4,14.8,90.4,23.8,26.5,89.9,7.91,13.7,57.9,0.15,0.04,0.10,0.11,0.67,6.64,1.12,0.45,4.63,https://fbref.com/en/players/35141f4c/Marcos-Senesi,35141f4c,Big 5 combined
2046,Stefano Sensi,ITA,MF,Inter,it Serie A,28-156,1995,0.3,136.7,150.0,91.1,2726.7,490.0,53.3,53.3,100.0,56.7,70.0,81.0,23.3,23.3,100.0,0.00,0.33,0.33,-0.33,6.67,6.67,0.00,0.00,10.0,https://fbref.com/en/players/b70bde8f/Stefano-Sensi,b70bde8f,Big 5 combined
2047,Suat Serdar,GER,"MF,FW",Hellas Verona,it Serie A,26-272,1997,2.6,18.5,24.6,75.0,295.8,74.2,8.08,10.0,80.8,8.08,10.0,80.8,1.15,1.92,60.0,0.00,0.08,0.04,-0.08,0.77,1.54,0.38,0.00,1.92,https://fbref.com/en/players/b3325a30/Suat-Serdar,b3325a30,Big 5 combined
2048,Benjamin Šeško,SVN,FW,RB Leipzig,de Bundesliga,20-222,2003,3.9,16.2,24.4,66.3,182.1,27.2,11.5,14.9,77.6,3.08,4.62,66.7,0.51,1.28,40.0,0.00,0.05,0.03,-0.05,0.77,0.26,0.26,0.00,0.77,https://fbref.com/en/players/3260690c/Benjamin-Sesko,3260690c,Big 5 combined
2049,Kevin Sessa,GER,"MF,FW",Heidenheim,de Bundesliga,23-186,2000,2.4,27.1,38.8,69.9,467.1,139.2,12.9,17.1,75.6,10.8,14.2,76.5,2.92,5.00,58.3,0.00,0.08,0.13,-0.08,1.25,2.92,1.67,0.00,5.00,https://fbref.com/en/players/fd82af8c/Kevin-Sessa,fd82af8c,Big 5 combined
2050,Aaron Seydel,GER,FW,Darmstadt 98,de Bundesliga,27-335,1996,2.9,14.1,24.5,57.7,214.1,49.0,7.59,12.8,59.5,5.17,8.62,60.0,0.69,1.03,66.7,0.00,0.07,0.03,-0.07,1.03,2.07,0.34,0.00,2.41,https://fbref.com/en/players/85b6462d/Aaron-Seydel,85b6462d,Big 5 combined
2051,Stephan El Shaarawy,ITA,"FW,DF",Roma,it Serie A,31-073,1992,7.7,30.1,37.4,80.6,472.2,97.4,16.6,20.1,82.6,10.5,12.7,82.7,2.21,2.99,73.9,0.13,0.12,0.13,0.01,1.43,1.56,0.65,0.13,2.47,https://fbref.com/en/players/d3aaad90/Stephan-El-Shaarawy,d3aaad90,Big 5 combined
2052,Luke Shaw,ENG,DF,Manchester Utd,eng Premier League,28-180,1995,7.7,51.8,64.3,80.6,796.4,306.5,27.4,30.8,89.0,20.0,23.8,84.2,2.60,6.23,41.7,0.00,0.12,0.09,-0.12,1.43,2.86,0.91,0.00,4.81,https://fbref.com/en/players/9c94165b/Luke-Shaw,9c94165b,Big 5 combined
2053,Eldor Shomurodov,UZB,"FW,MF",Cagliari,it Serie A,28-193,1995,3.5,20.6,27.4,75.0,290.0,69.1,12.3,15.7,78.2,6.86,7.71,88.9,0.86,2.00,42.9,0.57,0.29,0.17,0.29,2.00,2.00,0.86,0.29,2.86,https://fbref.com/en/players/57469b2d/Eldor-Shomurodov,57469b2d,Big 5 combined
2054,Steven Shpendi,ALB,"FW,MF",Empoli,it Serie A,20-234,2003,3.6,12.5,17.8,70.3,146.9,24.7,8.89,11.1,80.0,2.22,3.06,72.7,0.00,0.00,,0.00,0.06,0.06,-0.06,1.11,0.83,0.83,0.00,1.67,https://fbref.com/en/players/fd987f24/Steven-Shpendi,fd987f24,Big 5 combined
2055,Vincent Sierro,SUI,MF,Toulouse,fr Ligue 1,28-092,1995,11.3,40.2,52.8,76.0,760.5,223.2,15.0,18.8,80.2,20.2,23.5,86.0,4.60,8.94,51.5,0.09,0.06,0.08,0.03,0.80,4.78,0.80,0.00,5.58,https://fbref.com/en/players/92ffb8f9/Vincent-Sierro,92ffb8f9,Big 5 combined
2056,Tim Siersleben,GER,DF,Heidenheim,de Bundesliga,23-305,2000,9.0,46.0,56.4,81.5,1019.3,441.8,12.2,14.0,87.3,25.1,27.6,91.1,8.67,14.3,60.5,0.00,0.06,0.04,-0.06,0.33,4.11,0.00,0.00,4.89,https://fbref.com/en/players/f761c901/Tim-Siersleben,f761c901,Big 5 combined
2057,Kiliann Sildillia,FRA,DF,Freiburg,de Bundesliga,21-237,2002,11.5,37.7,53.8,70.0,689.9,251.0,16.3,19.8,82.5,15.4,21.6,71.4,5.13,9.57,53.6,0.09,0.07,0.10,0.02,0.87,3.13,1.22,0.61,3.30,https://fbref.com/en/players/313254a3/Kiliann-Sildillia,313254a3,Big 5 combined
2058,André Silva,POR,FW,Real Sociedad,es La Liga,28-063,1995,1.4,15.7,18.6,84.6,182.1,7.86,11.4,11.4,100.0,2.86,3.57,80.0,0.71,0.71,100.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.71,https://fbref.com/en/players/3effaa34/Andre-Silva,3effaa34,Big 5 combined
2059,Bernardo Silva,POR,"MF,FW",Manchester City,eng Premier League,29-151,1994,15.1,57.1,66.4,86.0,894.6,187.2,31.5,33.8,93.0,19.9,23.1,86.0,4.17,5.63,74.1,0.26,0.28,0.29,-0.01,2.19,2.78,1.99,0.53,6.42,https://fbref.com/en/players/3eb22ec9/Bernardo-Silva,3eb22ec9,Big 5 combined
2060,Caio Henrique Oliveira Silva,BRA,DF,Monaco,fr Ligue 1,26-161,1997,5.9,51.4,64.4,79.7,885.4,295.9,22.5,25.4,88.7,23.7,28.5,83.3,4.41,7.97,55.3,0.68,0.19,0.34,0.49,1.69,3.05,2.20,0.34,4.41,https://fbref.com/en/players/30af8b93/Caio-Henrique-Oliveira-Silva,30af8b93,Big 5 combined
2061,Fábio Silva,POR,FW,Wolves,eng Premier League,21-173,2002,2.9,21.0,26.2,80.3,268.6,60.0,12.8,14.8,86.0,5.52,6.21,88.9,0.34,1.38,25.0,0.00,0.07,0.03,-0.07,1.38,2.41,0.00,0.00,3.45,https://fbref.com/en/players/e7aa9d7c/Fabio-Silva,e7aa9d7c,Big 5 combined
2062,Rui Silva,POR,GK,Betis,es La Liga,29-335,1994,9.5,26.9,38.3,70.3,726.7,509.3,5.26,5.26,100.0,13.1,13.2,99.2,8.42,19.5,43.2,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.00,0.00,https://fbref.com/en/players/ea83bfa6/Rui-Silva,ea83bfa6,Big 5 combined
2063,Thiago Silva,BRA,DF,Chelsea,eng Premier League,39-108,1984,18.4,72.1,76.5,94.2,1332.6,508.6,27.6,28.8,95.7,38.1,39.5,96.6,5.92,7.45,79.6,0.00,0.03,0.02,-0.03,0.33,4.73,0.49,0.00,3.21,https://fbref.com/en/players/86e7deaf/Thiago-Silva,86e7deaf,Big 5 combined
2064,Marco Silvestri,ITA,GK,Udinese,it Serie A,32-312,1991,17.0,19.1,26.5,71.8,507.1,377.7,4.06,4.18,97.2,10.2,10.5,97.2,4.82,11.8,40.8,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.00,https://fbref.com/en/players/0d422df7/Marco-Silvestri,0d422df7,Big 5 combined
2065,Mohamed Simakan,FRA,DF,RB Leipzig,de Bundesliga,23-250,2000,14.8,61.4,69.7,88.2,1108.1,387.6,23.9,26.1,91.5,32.8,35.0,93.6,4.26,7.36,57.8,0.07,0.05,0.05,0.01,0.34,5.14,0.07,0.00,4.66,https://fbref.com/en/players/fcb27134/Mohamed-Simakan,fcb27134,Big 5 combined
2066,Giovanni Simeone,ARG,FW,Napoli,it Serie A,28-187,1995,3.4,14.1,19.1,73.8,203.8,43.8,7.35,8.82,83.3,4.41,5.59,78.9,0.88,1.47,60.0,0.00,0.09,0.12,-0.09,1.18,0.88,0.59,0.29,1.76,https://fbref.com/en/players/343c0d52/Giovanni-Simeone,343c0d52,Big 5 combined
2067,Giuliano Simeone,ARG,FW,Alavés,es La Liga,21-021,2002,0.2,25.0,45.0,55.6,395.0,65.0,10.0,25.0,40.0,15.0,15.0,100.0,0.00,5.00,0.0,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,5.00,https://fbref.com/en/players/a6536561/Giuliano-Simeone,a6536561,Big 5 combined
2068,Jan-Carlo Simic,SRB,DF,Milan,it Serie A,18-251,2005,1.3,42.3,45.4,93.2,738.5,223.8,13.1,13.1,100.0,28.5,28.5,100.0,0.77,3.85,20.0,0.00,0.00,0.00,0.00,0.00,2.31,0.00,0.00,4.62,https://fbref.com/en/players/c9fc39ce/Jan-Carlo-Simic,c9fc39ce,Big 5 combined
2069,Moses Simon,NGA,"FW,MF",Nantes,fr Ligue 1,28-180,1995,15.9,16.5,25.7,64.2,260.6,68.6,8.68,11.1,78.0,5.91,9.06,65.3,1.01,2.39,42.1,0.25,0.14,0.24,0.11,1.26,1.45,1.13,0.69,1.95,https://fbref.com/en/players/5f3eaaf5/Moses-Simon,5f3eaaf5,Big 5 combined
2070,Unai Simón,ESP,GK,Athletic Club,es La Liga,26-211,1997,19.0,21.6,36.3,59.7,680.7,548.0,3.21,3.26,98.4,10.0,10.2,97.9,8.42,22.6,37.3,0.00,0.00,0.00,0.00,0.00,0.53,0.00,0.00,0.00,https://fbref.com/en/players/5dcf3e90/Unai-Simon,5dcf3e90,Big 5 combined
2071,Xavi Simons,NED,MF,RB Leipzig,de Bundesliga,20-262,2003,14.1,36.7,46.7,78.7,571.1,154.6,20.5,23.5,87.0,12.0,14.7,81.6,3.05,5.25,58.1,0.50,0.23,0.28,0.26,2.41,3.33,2.13,0.07,5.74,https://fbref.com/en/players/da4d670f/Xavi-Simons,da4d670f,Big 5 combined
2072,Wilfried Singo,CIV,DF,Monaco,fr Ligue 1,23-014,2000,15.0,53.6,62.0,86.5,1010.9,345.2,19.7,22.1,89.4,26.7,29.2,91.3,6.13,9.07,67.6,0.00,0.03,0.04,-0.03,0.60,6.40,0.47,0.07,6.40,https://fbref.com/en/players/8b609c34/Wilfried-Singo,8b609c34,Big 5 combined
2073,Luis Sinisterra,COL,"FW,MF",Bournemouth,eng Premier League,24-205,1999,4.1,28.0,34.4,81.6,399.5,115.1,17.8,20.0,89.0,6.83,7.56,90.3,1.71,2.68,63.6,0.24,0.27,0.15,-0.02,2.44,2.20,1.46,0.00,4.63,https://fbref.com/en/players/8e16dd48/Luis-Sinisterra,8e16dd48,Big 5 combined
2074,Daley Sinkgraven,NED,DF,Las Palmas,es La Liga,28-188,1995,2.7,57.0,66.7,85.6,783.7,241.5,37.4,38.9,96.2,16.3,20.4,80.0,1.48,3.70,40.0,0.00,0.00,0.00,0.00,0.00,5.93,0.37,0.00,4.81,https://fbref.com/en/players/73000a79/Daley-Sinkgraven,73000a79,Big 5 combined
2075,Ayanda Sishuba,BEL,MF,Lens,fr Ligue 1,18-340,2005,0.4,15.0,20.0,75.0,197.5,82.5,10.0,15.0,66.7,5.00,5.00,100.0,0.00,0.00,,0.00,0.00,0.00,0.00,2.50,0.00,0.00,0.00,2.50,https://fbref.com/en/players/6fd76804/Ayanda-Sishuba,6fd76804,Big 5 combined
2076,Ibrahima Sissoko,MLI,MF,Strasbourg,fr Ligue 1,26-073,1997,6.7,29.7,37.6,79.0,538.7,149.0,10.3,13.0,79.3,14.6,17.5,83.8,3.13,4.63,67.7,0.00,0.03,0.07,-0.03,0.75,2.54,0.75,0.15,4.78,https://fbref.com/en/players/0f8418aa/Ibrahima-Sissoko,0f8418aa,Big 5 combined
2077,Moussa Sissoko,FRA,MF,Nantes,fr Ligue 1,34-145,1989,4.8,30.0,36.3,82.8,444.2,135.2,15.2,17.7,85.9,12.1,14.4,84.1,1.25,1.67,75.0,0.00,0.04,0.02,-0.04,0.83,2.29,0.63,0.21,5.83,https://fbref.com/en/players/2acd49b9/Moussa-Sissoko,2acd49b9,Big 5 combined
2078,Antonio Sivera,ESP,GK,Alavés,es La Liga,27-150,1996,19.0,19.8,31.7,62.6,672.3,518.6,3.89,3.89,100.0,6.74,6.89,97.7,9.11,20.7,43.9,0.00,0.01,0.01,-0.01,0.16,1.26,0.11,0.00,0.00,https://fbref.com/en/players/9970da54/Antonio-Sivera,9970da54,Big 5 combined
2079,Tim Skarke,GER,"FW,DF",Darmstadt 98,de Bundesliga,27-123,1996,12.0,22.8,31.0,73.4,399.1,100.3,10.4,12.2,85.6,9.33,12.3,76.2,2.50,4.42,56.6,0.00,0.05,0.05,-0.05,0.75,1.17,0.75,0.42,2.25,https://fbref.com/en/players/65857fdf/Tim-Skarke,65857fdf,Big 5 combined
2080,Ellyes Skhiri,TUN,MF,Eint Frankfurt,de Bundesliga,28-243,1995,13.3,47.7,57.0,83.6,763.8,235.3,23.9,26.3,90.9,18.9,21.7,87.2,3.31,5.49,60.3,0.08,0.06,0.11,0.02,1.05,3.53,0.83,0.00,4.81,https://fbref.com/en/players/c2211709/Ellyes-Skhiri,c2211709,Big 5 combined
2081,Oliver Skipp,ENG,"MF,FW",Tottenham,eng Premier League,23-114,2000,5.0,45.6,50.0,91.2,670.2,170.6,26.6,27.8,95.7,15.2,16.0,95.0,2.40,3.40,70.6,0.00,0.08,0.02,-0.08,0.80,5.20,0.20,0.00,4.60,https://fbref.com/en/players/6250083a/Oliver-Skipp,6250083a,Big 5 combined
2082,Leo Skiri Østigård,NOR,DF,Napoli,it Serie A,24-041,1999,8.7,55.6,64.3,86.6,1027.7,392.8,18.3,20.1,90.9,32.9,35.3,93.2,3.68,7.24,50.8,0.00,0.01,0.01,-0.01,0.34,2.41,0.23,0.00,4.02,https://fbref.com/en/players/b35a7399/Leo-Skiri-Ostigard,b35a7399,Big 5 combined
2083,Łukasz Skorupski,POL,GK,Bologna,it Serie A,32-248,1991,17.0,26.3,33.6,78.3,667.9,477.2,6.29,6.41,98.2,12.6,12.6,99.5,7.35,14.4,51.0,0.00,0.00,0.00,0.00,0.00,0.18,0.00,0.00,0.00,https://fbref.com/en/players/ab4449d6/Lukasz-Skorupski,ab4449d6,Big 5 combined
2084,Robert Skov,DEN,"DF,FW",Hoffenheim,de Bundesliga,27-233,1996,9.1,33.1,45.9,72.0,619.5,229.3,12.9,15.1,85.4,15.4,19.3,79.5,4.40,8.57,51.3,0.33,0.18,0.09,0.15,1.54,3.08,0.77,0.33,3.74,https://fbref.com/en/players/ff98492b/Robert-Skov,ff98492b,Big 5 combined
2085,Milan Škriniar,SVK,DF,Paris S-G,fr Ligue 1,28-331,1995,13.4,94.6,99.3,95.3,1778.3,559.5,30.4,32.0,94.9,55.8,57.5,97.1,7.24,8.28,87.4,0.00,0.01,0.01,-0.01,0.07,4.18,0.00,0.00,3.21,https://fbref.com/en/players/30f5ffa9/Milan-Skriniar,30f5ffa9,Big 5 combined
2086,Naatan Skyttä,FIN,"MF,FW",Toulouse,fr Ligue 1,21-246,2002,0.6,46.7,55.0,84.8,788.3,220.0,18.3,20.0,91.7,21.7,25.0,86.7,3.33,3.33,100.0,0.00,0.17,0.17,-0.17,3.33,6.67,3.33,1.67,10.0,https://fbref.com/en/players/d7547531/Naatan-Skytta,d7547531,Big 5 combined
2087,Chris Smalling,ENG,DF,Roma,it Serie A,34-047,1989,2.7,51.1,57.8,88.5,993.0,370.4,15.9,18.9,84.3,31.5,33.0,95.5,3.33,4.81,69.2,0.00,0.15,0.00,-0.15,0.37,2.22,0.00,0.00,3.70,https://fbref.com/en/players/b6964eb6/Chris-Smalling,b6964eb6,Big 5 combined
2088,Adam Smith,ENG,DF,Bournemouth,eng Premier League,32-254,1991,8.3,36.4,46.0,79.1,595.4,257.2,18.2,20.1,90.4,14.8,17.6,84.2,3.01,7.11,42.4,0.24,0.07,0.12,0.17,0.84,3.13,1.45,0.96,4.82,https://fbref.com/en/players/20b104bc/Adam-Smith,20b104bc,Big 5 combined
2089,Emile Smith Rowe,ENG,MF,Arsenal,eng Premier League,23-164,2000,1.3,46.2,55.4,83.3,655.4,154.6,27.7,33.1,83.7,16.9,17.7,95.7,0.77,1.54,50.0,0.77,0.08,0.08,0.69,0.77,5.38,2.31,0.00,6.15,https://fbref.com/en/players/17695062/Emile-Smith-Rowe,17695062,Big 5 combined
2090,Hrvoje Smolčić,CRO,DF,Eint Frankfurt,de Bundesliga,23-144,2000,2.8,68.9,78.6,87.7,1308.6,466.8,19.3,23.2,83.1,42.9,45.7,93.8,5.71,8.21,69.6,0.00,0.00,0.00,0.00,0.36,2.86,0.00,0.00,2.50,https://fbref.com/en/players/c967f6b8/Hrvoje-Smolcic,c967f6b8,Big 5 combined
2091,Danilo Soares,BRA,DF,Bochum,de Bundesliga,32-071,1991,3.9,31.8,45.9,69.3,520.0,241.5,16.7,19.2,86.7,12.8,20.3,63.3,2.05,5.13,40.0,0.00,0.03,0.03,-0.03,0.77,3.08,0.77,0.00,3.85,https://fbref.com/en/players/c05f2f8c/Danilo-Soares,c05f2f8c,Big 5 combined
2092,Eduard Sobol,UKR,DF,Strasbourg,fr Ligue 1,28-263,1995,0.3,26.7,43.3,61.5,426.7,183.3,10.0,10.0,100.0,16.7,23.3,71.4,0.00,6.67,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.33,https://fbref.com/en/players/2ccd89a3/Eduard-Sobol,2ccd89a3,Big 5 combined
2093,Rubén Sobrino,ESP,MF,Cádiz,es La Liga,31-221,1992,7.2,21.5,30.6,70.5,283.3,78.9,15.3,18.1,84.6,4.58,7.08,64.7,1.25,2.36,52.9,0.00,0.10,0.08,-0.10,0.56,2.50,0.69,0.14,1.94,https://fbref.com/en/players/19b776e9/Ruben-Sobrino,19b776e9,Big 5 combined
2094,Emran Soglo,ENG,MF,Marseille,fr Ligue 1,18-181,2005,0.8,12.5,20.0,62.5,162.5,43.8,10.0,12.5,80.0,1.25,3.75,33.3,1.25,2.50,50.0,0.00,0.13,0.00,-0.13,1.25,1.25,1.25,1.25,1.25,https://fbref.com/en/players/47f82561/Emran-Soglo,47f82561,Big 5 combined
2095,Alex Sola,ESP,"FW,MF",Alavés,es La Liga,24-213,1999,6.9,15.9,26.5,60.1,269.7,93.8,8.70,10.7,81.1,5.22,8.12,64.3,1.88,4.93,38.2,0.00,0.14,0.16,-0.14,1.74,1.45,1.88,0.72,2.32,https://fbref.com/en/players/5fa714d5/Alex-Sola,5fa714d5,Big 5 combined
2096,Alex Sola,ESP,"DF,MF",Real Sociedad,es La Liga,24-213,1999,0.3,40.0,53.3,75.0,653.3,250.0,16.7,16.7,100.0,23.3,33.3,70.0,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,3.33,0.00,0.00,3.33,https://fbref.com/en/players/5fa714d5/Alex-Sola,5fa714d5,Big 5 combined
2097,Dominic Solanke,ENG,FW,Bournemouth,eng Premier League,26-116,1997,18.8,10.9,14.3,76.5,138.5,33.7,7.23,8.46,85.5,2.34,3.09,75.9,0.37,0.53,70.0,0.05,0.05,0.05,0.00,0.74,0.59,0.64,0.16,1.65,https://fbref.com/en/players/e77dc3b2/Dominic-Solanke,e77dc3b2,Big 5 combined
2098,Ola Solbakken,NOR,FW,Roma,it Serie A,25-123,1998,0.3,20.0,26.7,75.0,320.0,13.3,13.3,16.7,80.0,3.33,3.33,100.0,3.33,3.33,100.0,0.00,0.00,0.00,0.00,0.00,3.33,0.00,0.00,0.00,https://fbref.com/en/players/78f13530/Ola-Solbakken,78f13530,Big 5 combined
2099,Carlos Soler,ESP,"DF,MF",Paris S-G,fr Ligue 1,27-006,1997,5.0,55.8,64.6,86.4,900.0,233.0,27.8,30.4,91.4,23.0,25.6,89.8,3.20,5.00,64.0,0.40,0.34,0.20,0.06,1.20,3.40,0.40,0.20,4.00,https://fbref.com/en/players/fed17f5a/Carlos-Soler,fed17f5a,Big 5 combined
2100,Jhon Solis,COL,"MF,FW",Girona,es La Liga,19-097,2004,0.8,48.8,57.5,84.8,643.8,211.3,33.8,38.8,87.1,11.3,12.5,90.0,2.50,2.50,100.0,0.00,0.00,0.00,0.00,1.25,10.0,1.25,0.00,7.50,https://fbref.com/en/players/1282939a/Jhon-Solis,1282939a,Big 5 combined
2101,Manor Solomon,ISR,FW,Tottenham,eng Premier League,24-168,1999,2.2,35.5,40.9,86.7,502.3,89.1,20.5,21.8,93.8,12.7,15.9,80.0,1.36,1.82,75.0,0.91,0.36,0.36,0.55,5.45,1.36,3.18,0.45,5.00,https://fbref.com/en/players/886f9aac/Manor-Solomon,886f9aac,Big 5 combined
2102,Yann Sommer,SUI,GK,Inter,it Serie A,35-022,1988,19.0,30.2,35.0,86.3,711.6,451.9,8.05,8.05,100.0,14.5,14.6,98.9,7.37,11.9,61.7,0.00,0.00,0.00,0.00,0.00,0.21,0.00,0.00,0.00,https://fbref.com/en/players/420c18a1/Yann-Sommer,420c18a1,Big 5 combined
2103,Brandon Soppy,FRA,DF,Torino,it Serie A,21-321,2002,2.0,34.0,46.0,73.9,504.5,165.0,19.0,21.0,90.5,11.0,16.0,68.8,2.50,4.50,55.6,0.00,0.05,0.05,-0.05,0.50,1.50,1.50,0.50,3.00,https://fbref.com/en/players/28f66c2e/Brandon-Soppy,28f66c2e,Big 5 combined
